Jurisdiction,Office,Candidate Name,Affiliation,Financial Agent Name,Source Page,Result,Elected,Result Source,Notes
Creston,Councillor,Sandra Heykamp,,Sandra Heykamp,41,,,,
Creston,Councillor,Megan Holland,,Megan Holland,41,,,,
Creston,Councillor,Rob Krausz,,Rob Krausz,41,,,,
Creston,Councillor,George Longpre,,George Longpre,41,,,,
Creston,Councillor,Danette Polzin,,Danette Polzin,41,,,,
Creston,Councillor,Ferd Schmidt,,Ferd Schmidt,42,,,,
Creston,Councillor,Tanya Wall,,Tanya Wall,42,,,,
Creston,Mayor,Denise Dumas,,Denise Dumas,42,,,,
Creston,Mayor,Neil Farstad,,Neil Farstad,42,,,,
Cultus Lake Park Board,Park Board Commissioner,Darcy Bauer,,Darcy Bauer,42,,,,
Cultus Lake Park Board,Park Board Commissioner,Kirk Dzaman,,Kirk Dzaman,42,,,,
Cultus Lake Park Board,Park Board Commissioner,Erika Jartved,,Erika Jartved,42,,,,
Cultus Lake Park Board,Park Board Commissioner,David Renwick,,David Renwick,42,,,,
Cultus Lake Park Board,Park Board Commissioner,Blair Stewart,,Blair Stewart,42,,,,
Cultus Lake Park Board,Park Board Commissioner,Jono Willcocks,,Jono Willcocks,42,,,,
Cumberland,Councillor,Zanoni Agnew,,Zanoni Agnew,42,,,,
Cumberland,Councillor,Ellian Bell,,Ellian Bell,42,,,,
Cumberland,Councillor,Neil Borecky,,Neil Borecky,42,,,,
Cumberland,Councillor,Kevin Snaden,,Kevin Snaden,42,,,,
Cumberland,Councillor,Sean Sullivan,,Sean Sullivan,42,,,,
Cumberland,Councillor,Troy Therrien,,Troy Therrien,42,,,,
Cumberland,Councillor,Nick Ward,,Nick Ward,42,,,,
Cumberland,Mayor,Vickey Brown,,Vickey Brown,42,,,,
Daajing Giids,Councillor,Bill Beamish,,Bill Beamish,43,,,,
Daajing Giids,Councillor,Kim Claggett,,Kim Claggett,43,,,,
Daajing Giids,Councillor,Calida Erickson (Withdrawn),,Calida Erickson,43,,,,
Daajing Giids,Councillor,Alanah Mountifield,,Alanah Mountifield,43,,,,
Daajing Giids,Councillor,Lisa Pineault,,Lisa Pineault,43,,,,
Daajing Giids,Councillor,Jennifer Rutt,,Jennifer Rutt,43,,,,
Daajing Giids,Councillor,Hayl Zacks,,Hayl Zacks,43,,,,
Daajing Giids,Mayor,Jim LeMottee,,Jim LeMottee,43,,,,
Daajing Giids,Mayor,Kris Olsen,,Kris Olsen,43,,,,
Dawson Creek,Councillor,Gregg Apolonio,,Gregg Apolonio,43,,,,
Dawson Creek,Councillor,Rob Atkinson,,Rob Atkinson,43,,,,
Dawson Creek,Councillor,Colleen Bice,,Colleen Bice,43,,,,
Dawson Creek,Councillor,Angela Healey,,Paige Healey,43,,,,
Dawson Creek,Councillor,Amy Kaempf,,Amy Kaempf,43,,,,
Dawson Creek,Councillor,Judy Kucharuk,,Judy Kucharuk,43,,,,
Dawson Creek,Councillor,Steven Reynolds,,Steven Reynolds,43,,,,
Dawson Creek,Councillor,Monica Rogers,,Jessica Pohl,43,,,,
Dawson Creek,Councillor,Juanita Shields,,Elizabeth Chard,43,,,,
Dawson Creek,Councillor,Barb Slowinski,,Barb Slowinski,44,,,,
Dawson Creek,Councillor,Mike Sudnik,,Mike Sudnik,44,,,,
Dawson Creek,Councillor,Karen Tom,,Karen Tom,44,,,,
Dawson Creek,Councillor,Raistlin Van Spronsen,,Raistlin Van Spronsen,44,,,,
Dawson Creek,Mayor,Dwaine Dilworth,,Paul Gevatkoff,44,,,,
Dawson Creek,Mayor,Kyle MacDonald,,John Vetter,44,,,,
Delta,Councillor,Wendy Beck-Orlando,,Kevin Reid,44,,,,
Delta,Councillor,Rod Binder,One Delta,Linda Kreutz,44,,,,
Delta,Councillor,Sylvia Bishop,One Delta,Linda Kreutz,44,,,,
Delta,Councillor,Daniel Boisvert,One Delta,Linda Kreutz,44,,,,
Delta,Councillor,Jennyfer Cassar,Achieving for Delta,Harvey Sidhu,44,,,,
Delta,Councillor,Jessie Dosanjh,Achieving for Delta,Harvey Sidhu,44,,,,
Delta,Councillor,Ronn Dunnett,,Ronn Dunnett,44,,,,
Delta,Councillor,Alexander Fischer,Delta First,Joan Hansen,44,,,,
Delta,Councillor,Sarah Gallop,One Delta,Linda Kreutz,44,,,,
Delta,Councillor,Alicia Guichon,Achieving for Delta,Harvey Sidhu,44,,,,
Delta,Councillor,Tammy Hansen,Delta First,Joan Hansen,44,,,,
Delta,Councillor,Jennifer Johal,One Delta,Linda Kreutz,44,,,,
Delta,Councillor,Pawan Joshi,One Delta,Linda Kreutz,44,,,,
Delta,Councillor,Nick Kanakos,,Harvey Sidhu,45,,,,
Delta,Councillor,Gillian McLeod,,Gillian McLeod,45,,,,
Delta,Councillor,Jat Puri,Delta First,Joan Hansen,45,,,,
Delta,Councillor,Ikjot Sandhu-Sahota,Achieving for Delta,Harvey Sidhu,45,,,,
Delta,Councillor,Sonya Sangster,Achieving for Delta,Harvey Sidhu,45,,,,
Delta,Councillor,Ron Wasik,,Ron Wasik,45,,,,
Delta,Councillor,Brian White,,Laura White,45,,,,
Delta,Mayor,Melissa Granum,Delta First,Joan Hansen,45,,,,
Delta,Mayor,George V. Harvie,Achieving for Delta,Harvey Sidhu,45,,,,
Delta,Mayor,Dylan Kruger,One Delta,Linda Kreutz,45,,,,
Delta School District,Board of Education Trustee,Erica Beard,Achieving for Delta,Harvey Sidhu,45,,,,
Delta School District,Board of Education Trustee,Jesse Bierman,One Delta,Linda Kreutz,45,,,,
Delta School District,Board of Education Trustee,Tamara Bissett-Laza,One Delta,Linda Kreutz,45,,,,
Delta School District,Board of Education Trustee,Nirmmi Daula,Achieving for Delta,Harvey Sidhu,45,,,,
Delta School District,Board of Education Trustee,Ammen Dhillon,One Delta,Linda Kreutz,45,,,,
Delta School District,Board of Education Trustee,Krissy Eiben,,Krissy Eiben,45,,,,
Delta School District,Board of Education Trustee,Masako Gooch,One Delta,Linda Kreutz,45,,,,
Delta School District,Board of Education Trustee,Amar Hundal,One Delta,Linda Kreutz,45,,,,
Delta School District,Board of Education Trustee,Marcin Huniewicz,,Marcin Huniewicz,46,,,,
Delta School District,Board of Education Trustee,Gurinder Kahlon,One Delta,Linda Kreutz,46,,,,
Delta School District,Board of Education Trustee,Jim McMurtry,,Jim McMurtry,46,,,,
Delta School District,Board of Education Trustee,Joe Muego,Achieving for Delta,Harvey Sidhu,46,,,,
Delta School District,Board of Education Trustee,Rick Ocean,Achieving for Delta,Harvey Sidhu,46,,,,
Delta School District,Board of Education Trustee,Nenah Sandy,Achieving for Delta,Harvey Sidhu,46,,,,
Delta School District,Board of Education Trustee,Sagar Sanghera,Achieving for Delta,Harvey Sidhu,46,,,,
Delta School District,Board of Education Trustee,Umendra Singh,Achieving for Delta,Harvey Sidhu,46,,,,
Delta School District,Board of Education Trustee,Roman St. Germain,,Roman St. Germain,46,,,,
Delta School District,Board of Education Trustee,Val Windsor,One Delta,Linda Kreutz,46,,,,
Duncan,Councillor,Mark Anderson,,Mark Anderson,46,,,,
Duncan,Councillor,Dana Arthurs,,Dana Arthurs,46,,,,
Duncan,Councillor,Garry Bruce,,Beverley Bruce,46,,,,
Duncan,Councillor,Jenni Capps,,Jenni Capps,46,,,,
Duncan,Councillor,Tom Duncan,,Tom Duncan,46,,,,
Duncan,Councillor,Jessica Fetchko,,Jessica Fetchko,46,,,,
Duncan,Councillor,Bradley Humenick,,Bradley Humenick,46,,,,
Duncan,Councillor,Adrian Mulholland,,Adrian Mulholland,46,,,,
Duncan,Councillor,Carol Newington,,Joan Milne,47,,,,
Duncan,Councillor,Bernice Timmer,,Bernice Timmer,47,,,,
Duncan,Mayor,Mike McKinlay,,Mike McKinlay,47,,,,
East Kootenay Regional District,Electoral Area Director,Nowell Berg,,Nowell Berg,47,,,,
East Kootenay Regional District,Electoral Area Director,Susan Clovechok,,Gayle Dougall,47,,,,
East Kootenay Regional District,Electoral Area Director,Krista Damstrom,,Krista Damstrom,47,,,,
East Kootenay Regional District,Electoral Area Director,Penny Flegel,,Penny Flegel,47,,,,
East Kootenay Regional District,Electoral Area Director,Thomas McDonald,,Thomas McDonald,47,,,,
East Kootenay Regional District,Electoral Area Director,Quentin Randall,,Quentin Randall,47,,,,
East Kootenay Regional District,Electoral Area Director,Roberta Schnider,,Roberta Schnider,47,,,,
East Kootenay Regional District,Electoral Area Director,Samantha Walsh,,Samantha Walsh,47,,,,
Elkford,Councillor,John Baher,,John Baher,47,,,,
Elkford,Councillor,Adam Connell,,Adam Connell,47,,,,
Elkford,Councillor,Len Gostick,,Len Gostick,47,,,,
Elkford,Councillor,Duncan McDonald,,Duncan McDonald,47,,,,
Elkford,Councillor,Jason Meldrum,,Jason Meldrum,47,,,,
Elkford,Councillor,Dustin Murray,,Dustin Murray,47,,,,
Elkford,Councillor,Bert Schalekamp,,Bert Schalekamp,47,,,,
Elkford,Mayor,Lindsey Armitage,,Algirdas Brunovas,48,,,,
Elkford,Mayor,Kyle James,,Kyle James,48,,,,
Elkford,Mayor,Tathlina Lovlin,,Tathlina Lovlin,48,,,,
Elkford,Mayor,Mandy McGregor,,Mandy McGregor,48,,,,
Enderby,Councillor,Tundra Baird,,Tundra Baird,48,,,,
Enderby,Councillor,David Lancaster,,David Lancaster,48,,,,
Enderby,Councillor,Greg McCune,,Greg McCune,48,,,,
Enderby,Councillor,Jill Meyer,,Jill Meyer,48,,,,
Enderby,Councillor,Lynn Serhan,,Lynn Serhan,48,,,,
Enderby,Councillor,Ryan Sheepwash,,Kristina Fuller,48,,,,
Enderby,Councillor,Shawn Shishido,,Shawn Shishido,48,,,,
Enderby,Councillor,Sarah Yerhoff,,Sarah Yerhoff,48,,,,
Enderby,Mayor,Roxanne Davyduke,,Roxanne Davyduke,48,,,,
Enderby,Mayor,Huck Galbraith,,Huck Galbraith,48,,,,
Enderby,Mayor,Dave Ramey,,Dave Ramey,48,,,,
Esquimalt,Councillor,Andrea Boardman,,Andrea Boardman,48,,,,
Esquimalt,Councillor,Meagan Brame,,Meagan Brame,48,,,,
Esquimalt,Councillor,Holly Courtright,,Holly Courtright,48,,,,
Esquimalt,Councillor,Dan Igaz,,Dan Igaz,49,,,,
Esquimalt,Councillor,Meredith James,,Meredith James,49,,,,
Esquimalt,Councillor,Robb Johnstone,,Robb Johnstone,49,,,,
Esquimalt,Councillor,Bruce McIldoon,,Bruce McIldoon,49,,,,
Esquimalt,Councillor,Tim Morrison,,Tim Morrison,49,,,,
Esquimalt,Councillor,Zach Mulder,,Zach Mulder,49,,,,
Esquimalt,Councillor,Tyler Russell,,Tyler Russell,49,,,,
Esquimalt,Councillor,Kody Thomson,,Mary Helmer-Smith,49,,,,
Esquimalt,Councillor,Tara Todesco,,Tara Todesco,49,,,,
Esquimalt,Mayor,Dan Bruyere (Withdrawn),,Dan Bruyere,49,,,,
Esquimalt,Mayor,Duncan Cavens,,Duncan Cavens,49,,,,
Esquimalt,Mayor,David Gauthier,,David Gauthier,49,,,,
Fernie,Councillor,Alleine Anselmo,,Alleine Anselmo,49,,,,
Fernie,Councillor,Tracey Audia Kelly,,Tracey Audia Kelly,49,,,,
Fernie,Councillor,Reto Barrington,,Reto Barrington,49,,,,
Fernie,Councillor,Kathleen Dolan,,Joshua Moscoe,49,,,,
Fernie,Councillor,Josh Gawryluk,,Josh Gawryluk,49,,,,
Fernie,Councillor,Phil Iddon,,Phil Iddon,49,,,,
Fernie,Councillor,Taylor Petrucha,,Taylor Petrucha,50,,,,
Fernie,Councillor,Ted Shoesmith,,Ted Shoesmith,50,,,,
Fernie,Councillor,Joshua Slykhuis,,Joshua Slykhuis,50,,,,
Fernie,Councillor,Scott Tibballs,,Scott Tibballs,50,,,,
Fernie,Mayor,Kyle Hamilton,,Aysha Haines,50,,,,
Fernie,Mayor,Harshan Ramadass,,Pruthvi Harshan,50,,,,
Fort Nelson School District,Board of Education Trustee,Lou Croin,,Lou Croin,50,,,,
Fort Nelson School District,Board of Education Trustee,Kathi Dickie,,Kathi Dickie,50,,,,
Fort Nelson School District,Board of Education Trustee,Linda Dolen,,Linda Dolen,50,,,,
Fort Nelson School District,Board of Education Trustee,Sheila McMillan,,Sheila McMillan,50,,,,
Fort Nelson School District,Board of Education Trustee,Frank Peach,,Frank Peach,50,,,,
Fort Nelson School District,Board of Education Trustee,Lucille Taylor,,Lucille Taylor,50,,,,
Fort Nelson School District,Board of Education Trustee,Jamie Thompson,,Jamie Thompson,50,,,,
Fort St. James,Councillor,Corbett Boschman,,Corbett Boschman,50,,,,
Fort St. James,Councillor,Michael Ellison,,Michael Ellison,50,,,,
Fort St. James,Councillor,Judith Friesen,,Judith Friesen,50,,,,
Fort St. James,Councillor,Jana Gainor,,Jana Gainor,50,,,,
Fort St. James,Councillor,Brenda Gouglas,,Brenda Gouglas,50,,,,
Fort St. James,Councillor,Jennifer Howell,,Jennifer Howell,51,,,,
Fort St. James,Councillor,Kris Nielsen,,Kris Nielsen,51,,,,
Fort St. James,Mayor,Martin Elphee,,Martin Elphee,51,,,,
Fort St. James,Mayor,Bob Maxwell Motion,,Bob Maxwell Motion,51,,,,
Fort St. John,Councillor,Avery Cox,,Avery Cox,51,,,,
Fort St. John,Councillor,Jane Drew,,Jane Drew,51,,,,
Fort St. John,Councillor,Ovvian Hill,,Ovvian Hill,51,,,,
Fort St. John,Councillor,Gord Klassen,,Gord Klassen,51,,,,
Fort St. John,Councillor,Steven Labossiere,,Steven Labossiere,51,,,,
Fort St. John,Councillor,John Lambert,,John Lambert,51,,,,
Fort St. John,Councillor,Jim Lequiere,,Jim Lequiere,51,,,,
Fort St. John,Councillor,Sarah MacDougall,,Sarah MacDougall,51,,,,
Fort St. John,Councillor,Kevin Stigners,,Kevin Stigners,51,,,,
Fort St. John,Councillor,Lucas Wuthrich,,Lucas Wuthrich,51,,,,
Fort St. John,Councillor,Tony Zabinsky,,Tony Zabinsky,51,,,,
Fort St. John,Mayor,Trevor Bolin,,Trevor Bolin,51,,,,
Fort St. John,Mayor,Lilia Hansen,,Lilia Hansen,51,,,,
Fraser Cascade School District,Board of Education Trustee,Wendy Clark,,Wendy Clark,51,,,,
Fraser Cascade School District,Board of Education Trustee,Wendy Colman-Lawley,,Wendy Colman-Lawley,52,,,,
Fraser Cascade School District,Board of Education Trustee,Pattie Desjardins,,Pattie Desjardins,52,,,,
Fraser Cascade School District,Board of Education Trustee,Cathy Harry,,Cathy Harry,52,,,,
Fraser Cascade School District,Board of Education Trustee,Benita Hatt,,Benita Hatt,52,,,,
Fraser Cascade School District,Board of Education Trustee,Andrea Hensen,,Andrea Hensen,52,,,,
Fraser Cascade School District,Board of Education Trustee,Linda Kerr,,Linda Kerr,52,,,,
Fraser Cascade School District,Board of Education Trustee,Cathy Speth,,Cathy Speth,52,,,,
Fraser Cascade School District,Board of Education Trustee,Heather Stewin,,Heather Stewin,52,,,,
Fraser Lake,Councillor,Dave Christie,,Dave Christie,52,,,,
Fraser Lake,Councillor,Janelle Cochrane,,Janelle Cochrane,52,,,,
Fraser Lake,Councillor,Harshveer Dhaliwal,,Harshveer Dhaliwal,52,,,,
Fraser Lake,Councillor,Meagan Evans,,Meagan Evans,52,,,,
Fraser Lake,Councillor,Audrey Fennema,,Audrey Fennema,52,,,,
Fraser Lake,Councillor,Amber Klassen,,Amber Klassen,52,,,,
Fraser Lake,Councillor,Jolene Webb,,Jolene Webb,52,,,,
Fraser Lake,Mayor,Sarrah Storey,,Sarrah Storey,52,,,,
Fraser Valley Regional District,Electoral Area Director,Peter Adamo,,Christopher Kelley,52,,,,
Fraser Valley Regional District,Electoral Area Director,Dennis Adamson,,Dennis Adamson,52,,,,
Fraser Valley Regional District,Electoral Area Director,Brittany Alenius,,Brittany Alenius,53,,,,
Fraser Valley Regional District,Electoral Area Director,Ellen Atkin,,Ellen Atkin,53,,,,
Fraser Valley Regional District,Electoral Area Director,Attila Banhegyi,,Attila Banhegyi,53,,,,
Fraser Valley Regional District,Electoral Area Director,Cory Cassel,,Cory Cassel,53,,,,
Fraser Valley Regional District,Electoral Area Director,Manav Chahal,,Manav Chahal,53,,,,
Fraser Valley Regional District,Electoral Area Director,Hugh Davidson,,Hugh Davidson,53,,,,
Fraser Valley Regional District,Electoral Area Director,Bill Dickey,,Bill Dickey,53,,,,
Fraser Valley Regional District,Electoral Area Director,Taryn Dixon,,Taryn Dixon,53,,,,
Fraser Valley Regional District,Electoral Area Director,Diane Johnson,,Diane Johnson,53,,,,
Fraser Valley Regional District,Electoral Area Director,Patti MacAhonic,,Patti MacAhonic,53,,,,
Fraser Valley Regional District,Electoral Area Director,Jag Randhawa,,Jag Randhawa,53,,,,
Fraser Valley Regional District,Electoral Area Director,Carly Thompson,,Carly Thompson,53,,,,
Fraser Valley Regional District,Electoral Area Director,Mel Waardenburg,,Mel Waardenburg,53,,,,
Fraser Valley Regional District,Electoral Area Director,Peter Wojcik,,Leonna Wojcik,53,,,,
Fraser-Fort George Regional District,Electoral Area Director,Dannielle Alan,,Dannielle Alan,53,,,,
Fraser-Fort George Regional District,Electoral Area Director,Greg Austman,,Greg Austman,53,,,,
Fraser-Fort George Regional District,Electoral Area Director,Lara Beckett,,Chauntel Stewart,53,,,,
Fraser-Fort George Regional District,Electoral Area Director,Kathleen Bosiak,,Kathleen Bosiak,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Scott Broughton,,Scott Broughton,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Book Buksa,,Book Buksa,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Gary Jamieson,,Matthew Richardson,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Art Kaehn,,Art Kaehn,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Jerrilyn Kirk,,Jerrilyn Kirk,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Joe Kolida,,Joe Kolida,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Victor Mobley,,Victor Mobley,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Caroline Brandner Olson,,Caroline Brandner Olson,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Joe Rositano,,Joe Rositano,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Ken Schinkel,,Ken Schinkel,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Darrel Schultz,,Darrel Schultz,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Perry Slump,,Perry Slump,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,David Szucsko,,David Szucsko,54,,,,
Fraser-Fort George Regional District,Electoral Area Director,Robert Verkaik,,Robert Verkaik,54,,,,
Fraser-Fort George Regional District,Local Community Commissioner,Herbert Franklin,,Herbert Franklin,54,,,,
Fraser-Fort George Regional District,Local Community Commissioner,Barbara Giesbrecht,,Barbara Giesbrecht,54,,,,
Fraser-Fort George Regional District,Local Community Commissioner,Jennifer Hebert,,Jennifer Hebert,55,,,,
Fraser-Fort George Regional District,Local Community Commissioner,Thomas Kendall,,Thomas Kendall,55,,,,
Fraser-Fort George Regional District,Local Community Commissioner,Ella McCutcheon,,Ella McCutcheon,55,,,,
Fruitvale,Councillor,Karen Halifax,,Karen Halifax,55,,,,
Fruitvale,Councillor,Julia Mason,,Julia Mason,55,,,,
Fruitvale,Councillor,Tamara Pearson,,Tamara Pearson,55,,,,
Fruitvale,Councillor,Jimmy Swanson,,Jimmy Swanson,55,,,,
Fruitvale,Councillor,Sunee Vektoor,,Sunee Vektoor,55,,,,
Fruitvale,Mayor,Catherine Guesford,,Raymond Guesford,55,,,,
Fruitvale,Mayor,Wes Startup,,Wes Startup,55,,,,
Gibsons,Councillor,Ashley Cornelson,,Ashley Cornelson,55,,,,
Gibsons,Councillor,David Croal,,Linda Iverson,55,,,,
Gibsons,Councillor,Arthur Cullinan,,Arthur Cullinan,55,,,,
Gibsons,Councillor,Annemarie De Andrade,,Annemarie De Andrade,55,,,,
Gibsons,Councillor,Tyler Dunn,,Tyler Dunn,55,,,,
Gibsons,Councillor,Sara El Rayess,,Sara El Rayess,55,,,,
Gibsons,Councillor,Todd Hodgins,,Todd Hodgins,55,,,,
Gibsons,Councillor,Randy Johnston,,Randy Johnston,55,,,,
Gibsons,Councillor,Neil MacEachern,,Neil MacEachern,56,,,,
Gibsons,Councillor,Jäger Rosenberg,,William Forst,56,,,,
Gibsons,Mayor,Des Delaney,,Des Delaney,56,,,,
Gibsons,Mayor,Silas White,,Silas White,56,,,,
Gold River,Councillor,Scott Darbey,,Scott Darbey,56,,,,
Gold River,Councillor,Michael McGee,,Michael McGee,56,,,,
Gold River,Councillor,Brenda Patrick,,Brenda Patrick,56,,,,
Gold River,Councillor,Jarrod Simpson,,Jarrod Simpson,56,,,,
Gold River,Councillor,Roger Steele,,Roger Steele,56,,,,
Gold River,Councillor,Chris White,,Chris White,56,,,,
Gold River,Mayor,Mike Drake,,Mike Drake,56,,,,
Gold River,Mayor,Henry Fossen,,Henry Fossen,56,,,,
Gold River,Mayor,Michael Lott,,Michael Lott,56,,,,
Gold River,Mayor,Peter Wehmeier,,Peter Wehmeier,56,,,,
Gold Trail School District,Board of Education Trustee,Valerie Adrian,,Florence Jack,56,,,,
Gold Trail School District,Board of Education Trustee,Larry Casper,,Larry Casper,56,,,,
Gold Trail School District,Board of Education Trustee,Jordan Lawrence,,Jordan Lawrence,56,,,,
Gold Trail School District,Board of Education Trustee,Carmen Ranta,,Carmen Ranta,56,,,,
Gold Trail School District,Board of Education Trustee,John Roberge,,John Roberge,57,,,,
Gold Trail School District,Board of Education Trustee,Orra Storkan,,Orra Storkan,57,,,,
Gold Trail School District,Board of Education Trustee,Connor Thomas,,Connor Thomas,57,,,,
Golden,Councillor,Stuart Angus,,Stuart Angus,57,,,,
Golden,Councillor,Justin Baun,,Justin Baun,57,,,,
Golden,Councillor,Calvin Beauchesne,,Calvin Beauchesne,57,,,,
Golden,Councillor,James Bjarnason,,James Bjarnason,57,,,,
Golden,Councillor,Janet Crandall,,Janet Crandall,57,,,,
Golden,Councillor,John Manuel,,John Manuel,57,,,,
Golden,Councillor,Ron Oszust,,Ron Oszust,57,,,,
Golden,Councillor,Rick Pullen,,Rick Pullen,57,,,,
Golden,Councillor,David Ratzlaff,,Heather Ratzlaff,57,,,,
Golden,Councillor,Dustin Shanahan,,Dustin Shanahan,57,,,,
Golden,Mayor,Kristi Cooper,,Kristi Cooper,57,,,,
Golden,Mayor,Wes Routley,,Wes Routley,57,,,,
Grand Forks,Councillor,Christina Abbott,,Christina Abbott,57,,,,
Grand Forks,Councillor,Shaun Aquiline,,Shaun Aquiline,57,,,,
Grand Forks,Councillor,Nicole Best,,Nicole Best,57,,,,
Grand Forks,Councillor,Justin (JD) Dinsdale,,Justin (JD) Dinsdale,58,,,,
Grand Forks,Councillor,Zak Eburne-Stoodley,,Zak Eburne-Stoodley,58,,,,
Grand Forks,Councillor,Kaja Gjesdal,,Kaja Gjesdal,58,,,,
Grand Forks,Councillor,Neil Krog,,Neil Krog,58,,,,
Grand Forks,Councillor,David Mark,,David Mark,58,,,,
Grand Forks,Councillor,Cam O'Dell,,Cam O'Dell,58,,,,
Grand Forks,Councillor,Christopher Stevenson,,Christopher Stevenson,58,,,,
Grand Forks,Councillor,Crystal Sullivan,,Crystal Sullivan,58,,,,
Grand Forks,Mayor,Everett Baker,,Christine-Ann Fisher,58,,,,
Grand Forks,Mayor,Kirk Duff,,Kirk Duff,58,,,,
Grand Forks,Mayor,Rod Zielinski,,Rod Zielinski,58,,,,
Granisle,Councillor,Karen Barber,,Karen Barber,58,,,,
Granisle,Councillor,Ron Bedard,,Kathy Bedard,58,,,,
Granisle,Councillor,Heather Dedio,,Heather Dedio,58,,,,
Granisle,Councillor,Wayne Herrod,,Wayne Herrod,58,,,,
Granisle,Councillor,Nicholas Kitras,,Nicholas Kitras,58,,,,
Granisle,Councillor,Jane McQueen,,Jane McQueen,58,,,,
Granisle,Councillor,Heather Prisk,,Heather Prisk,58,,,,
Granisle,Councillor,Mandy Schram,,Mandy Schram,59,,,,
Granisle,Mayor,Blaine B. Maughan,,Blaine B. Maughan,59,,,,
Granisle,Mayor,Linda McGuire,,Linda McGuire,59,,,,
Granisle,Mayor,Selina Pechlaner,,Selina Pechlaner,59,,,,
Granisle,Mayor,Ted Roebuck,,Ted Roebuck,59,,,,
Greater Victoria School District,Board of Education Trustee,Chésa Abma-Slade,,Chésa Abma-Slade,59,,,,
Greater Victoria School District,Board of Education Trustee,Trevor Barry,,Trevor Barry,59,,,,
Greater Victoria School District,Board of Education Trustee,Maiya Beech,Victoria For All,Amelia Viaud,59,,,,
Greater Victoria School District,Board of Education Trustee,Alexandra Bomphray,,Alexandra Bomphray,59,,,,
Greater Victoria School District,Board of Education Trustee,Gwynn Butchart,,Gwynn Butchart,59,,,,
Greater Victoria School District,Board of Education Trustee,Angela Carmichael,,Angela Carmichael,59,,,,
Greater Victoria School District,Board of Education Trustee,James Chaney,,James Chaney,59,,,,
Greater Victoria School District,Board of Education Trustee,Darren Companion,,Darren Companion,59,,,,
Greater Victoria School District,Board of Education Trustee,Florence Dick,,Florence Dick,59,,,,
Greater Victoria School District,Board of Education Trustee,Andrew Gage,,Andrew Gage,59,,,,
Greater Victoria School District,Board of Education Trustee,Sebastian Horabin,,Sebastian Horabin,59,,,,
Greater Victoria School District,Board of Education Trustee,Tracy Humphreys,,Tracy Humphreys,59,,,,
Greater Victoria School District,Board of Education Trustee,Samantha Latham,,Samantha Latham,59,,,,
Greater Victoria School District,Board of Education Trustee,James Le,,James Le,60,,,,
Greater Victoria School District,Board of Education Trustee,Evan Llewellyn,,Evan Llewellyn,60,,,,
Greater Victoria School District,Board of Education Trustee,Piers MacDonald,,Piers MacDonald,60,,,,
Greater Victoria School District,Board of Education Trustee,Tanner May-Poole,,Tanner May-Poole,60,,,,
Greater Victoria School District,Board of Education Trustee,James McAllister,,James McAllister,60,,,,
Greater Victoria School District,Board of Education Trustee,Andrea Mears,,Veronica Barlee,60,,,,
Greater Victoria School District,Board of Education Trustee,John Rice,,John Rice,60,,,,
Greater Victoria School District,Board of Education Trustee,Diane Sam,,Tammy Sam,60,,,,
Greater Victoria School District,Board of Education Trustee,Rob Thomas,,Rob Thomas,60,,,,
Greater Victoria School District,Board of Education Trustee,Ken Waldron,,Ken Waldron,60,,,,
Greater Victoria School District,Board of Education Trustee,Ann Whiteaker,,Ann Whiteaker,60,,,,
Greenwood,Councillor,Jason Atkins,,Jason Atkins,60,,,,
Greenwood,Councillor,Clint Huisman,,Clint Huisman,60,,,,
Greenwood,Councillor,Christine Lang,,Christine Lang,60,,,,
Greenwood,Councillor,Jessica McLean,,Jessica McLean,60,,,,
Greenwood,Councillor,Gerry Shaw,,Gerry Shaw,60,,,,
Greenwood,Councillor,Douglas Trask,,Douglas Trask,60,,,,
Greenwood,Mayor,Barry Noll,,Barry Noll,60,,,,
Greenwood,Mayor,CJ Rhodes,,CJ Rhodes,61,,,,
Gulf Islands School District,Board of Education Trustee,Tisha Boulter,,Tisha Boulter,61,,,,
Gulf Islands School District,Board of Education Trustee,Sharyn Carroll,,Sharyn Carroll,61,,,,
Gulf Islands School District,Board of Education Trustee,Clare Hoffman,,Clare Hoffman,61,,,,
Gulf Islands School District,Board of Education Trustee,Chaya Katrensky,,Chaya Katrensky,61,,,,
Gulf Islands School District,Board of Education Trustee,Gregory Lucas,,Gregory Lucas,61,,,,
Gulf Islands School District,Board of Education Trustee,Deborah Luporini,,Deborah Luporini,61,,,,
Gulf Islands School District,Board of Education Trustee,Jenny McClean,,Jenny McClean,61,,,,
Gulf Islands School District,Board of Education Trustee,Charles McGill,,Charles McGill,61,,,,
