Jurisdiction,Office,Candidate Name,Affiliation,Financial Agent Name,Source Page,Result,Elected,Result Source,Notes
Vancouver,Councillor,John Boychuk,Vote Vancouver,Tammy DeEllion,178,,,,
Vancouver,Councillor,Frances Bula,OneCity,Natalie Cushing,178,,,,
Vancouver,Councillor,Bridget Burns,GREEN,Steve Kisby,178,,,,
Vancouver,Councillor,Naomi Chocyk,TrueBlue Vancouver,Frederick Thiele,178,,,,
Vancouver,Councillor,Ibrahima Cisse,Bright Future Vancouver,Mohammad Shahed Foroughi Jahromi,179,,,,
Vancouver,Councillor,Devin Clemens,Vancouver Liberals,Aleksandar Samardzija,179,,,,
Vancouver,Councillor,John Coupar,Vancouver Liberals,Aleksandar Samardzija,179,,,,
Vancouver,Councillor,Lisa Dominato,ABC Vancouver,Gord Schoberg,179,,,,
Vancouver,Councillor,Guy Dubé,,Guy Dubé,179,,,,
Vancouver,Councillor,Camil Dumont,GREEN,Steve Kisby,179,,,,
Vancouver,Councillor,Mohadeseh Gharib Arasi,Bright Future Vancouver,Mohammad Shahed Foroughi Jahromi,179,,,,
Vancouver,Councillor,Joyce Gillespie,ABC Vancouver,Gord Schoberg,179,,,,
Vancouver,Councillor,Josh Gordon,TEAM,Douglas Johnstone,179,,,,
Vancouver,Councillor,David Grewal,ABC Vancouver,Gord Schoberg,179,,,,
Vancouver,Councillor,Jarrett Hagglund,OneCity,Natalie Cushing,179,,,,
Vancouver,Councillor,Rebecca Hasdell,Vote Vancouver,Tammy DeEllion,179,,,,
Vancouver,Councillor,Steve Jedreicich,Vote Vancouver,Tammy DeEllion,179,,,,
Vancouver,Councillor,John Jones,,John Jones,179,,,,
Vancouver,Councillor,Victoria Jung,Vancouver Liberals,Aleksandar Samardzija,179,,,,
Vancouver,Councillor,Keerit Jutla,Vote Vancouver,Tammy DeEllion,179,,,,
Vancouver,Councillor,Judith Kasiama,Bright Future Vancouver,Mohammad Shahed Foroughi Jahromi,179,,,,
Vancouver,Councillor,Charles Kelly,TEAM,Douglas Johnstone,180,,,,
Vancouver,Councillor,Bilal Khan,Bright Future Vancouver,Mohammad Shahed Foroughi Jahromi,180,,,,
Vancouver,Councillor,Sarah Kirby-Yung,ABC Vancouver,Gord Schoberg,180,,,,
Vancouver,Councillor,Michael Klassen,ABC Vancouver,Gord Schoberg,180,,,,
Vancouver,Councillor,Kathleen Larsen,TEAM,Douglas Johnstone,180,,,,
Vancouver,Councillor,Chloe Leslie,COPE,Nate Stanley,180,,,,
Vancouver,Councillor,Andy Lin,Bright Future Vancouver,Mohammad Shahed Foroughi Jahromi,180,,,,
Vancouver,Councillor,Lorraine Lowe,ABC Vancouver,Gord Schoberg,180,,,,
Vancouver,Councillor,Lucy Maloney,OneCity,Natalie Cushing,180,,,,
Vancouver,Councillor,Yadwinder Mangat,Bright Future Vancouver,Mohammad Shahed Foroughi Jahromi,180,,,,
Vancouver,Councillor,Peter Meiszner,ABC Vancouver,Gord Schoberg,180,,,,
Vancouver,Councillor,Sean Orr,COPE,Nate Stanley,180,,,,
Vancouver,Councillor,Raj Mundra,TEAM,Douglas Johnstone,180,,,,
Vancouver,Councillor,Eric Redmond,Affordable Housing,Eric Redmond,180,,,,
Vancouver,Councillor,Annette Reilly,GREEN,Steve Kisby,180,,,,
Vancouver,Councillor,Rollergirl,,Rollergirl,180,,,,
Vancouver,Councillor,Patrick Sauriol,TEAM,Douglas Johnstone,180,,,,
Vancouver,Councillor,Devyani Singh,COPE,Nate Stanley,181,,,,
Vancouver,Councillor,Stephanie Smith,GREEN,Steve Kisby,181,,,,
Vancouver,Councillor,Bhavna Solecki,Vote Vancouver,Tammy DeEllion,181,,,,
Vancouver,Councillor,Noi Soudarack,,Sean Kim,181,,,,
Vancouver,Councillor,Moira Stilwell,Vancouver Liberals,Aleksandar Samardzija,181,,,,
Vancouver,Councillor,Caitlin Stockwell,OneCity,Natalie Cushing,181,,,,
Vancouver,Councillor,Geoff Teoli,Vote Vancouver,Tammy DeEllion,181,,,,
Vancouver,Councillor,Jessica Walton,Vancouver Liberals,Aleksandar Samardzija,181,,,,
Vancouver,Councillor,Jonathan Weisman,TEAM,Douglas Johnstone,181,,,,
Vancouver,Councillor,Parris J. Williams,,Parris J. Williams,181,,,,
Vancouver,Councillor,Michael Wu,Vancouver Liberals,Aleksandar Samardzija,181,,,,
Vancouver,Councillor,Solomon Yi-Kieran,COPE,Nate Stanley,181,,,,
Vancouver,Councillor,Arezo Zarrabian,ABC Vancouver,Gord Schoberg,181,,,,
Vancouver,Councillor,Job Zhao,,Job Zhao,181,,,,
Vancouver,Councillor,Lenny Zhou,ABC Vancouver,Gord Schoberg,181,,,,
Vancouver,Mayor,Muhammad Ahmad,Bright Future Vancouver,Mohammad Shahed Foroughi Jahromi,181,,,,
Vancouver,Mayor,Kareem Allam,Vancouver Liberals,Aleksandar Samardzija,181,,,,
Vancouver,Mayor,Rebecca Bligh,Vote Vancouver,Tammy DeEllion,182,,,,
Vancouver,Mayor,Amauri Caliman,,Amauri Caliman,182,,,,
Vancouver,Mayor,Pete Fry,GREEN,Pete Fry,182,,,,
Vancouver,Mayor,Scott Gilbert,,Scott Gilbert,182,,,,
Vancouver,Mayor,Colleen Hardwick,TEAM,Douglas Johnstone,182,,,,
Vancouver,Mayor,Ken Sim,ABC Vancouver,Gord Schoberg,182,,,,
Vancouver,Park Board Commissioner,Niknaz Alemi,Vancouver Independent Parks Party,Niknaz Alemi,182,,,,
Vancouver,Park Board Commissioner,Mayeli Alvarez,TEAM,Douglas Johnstone,182,,,,
Vancouver,Park Board Commissioner,Jay Bailey,ABC Vancouver,Gord Schoberg,182,,,,
Vancouver,Park Board Commissioner,Amanda Bains,Vancouver Liberals,Aleksandar Samardzija,182,,,,
Vancouver,Park Board Commissioner,Amir Bajehkian,Vancouver Liberals,Aleksandar Samardzija,182,,,,
Vancouver,Park Board Commissioner,Tricia Barker,Vancouver Liberals,Aleksandar Samardzija,182,,,,
Vancouver,Park Board Commissioner,Shayla Bird,Vancouver Liberals,Aleksandar Samardzija,182,,,,
Vancouver,Park Board Commissioner,Sacia Burton,COPE,Nate Stanley,182,,,,
Vancouver,Park Board Commissioner,Michael Robert Caditz,Vancouver Independent Parks Party,Michael Robert Caditz,182,,,,
Vancouver,Park Board Commissioner,Dominic Denofrio,OneCity,Natalie Cushing,182,,,,
Vancouver,Park Board Commissioner,Tom Digby,GREEN,Steve Kisby,182,,,,
Vancouver,Park Board Commissioner,Allan Fawley,TEAM,Douglas Johnstone,183,,,,
Vancouver,Park Board Commissioner,Wah Gee,TEAM,Douglas Johnstone,183,,,,
Vancouver,Park Board Commissioner,Cheryl Grant,ABC Vancouver,Gord Schoberg,183,,,,
Vancouver,Park Board Commissioner,Mark Halyk,Vancouver Liberals,Aleksandar Samardzija,183,,,,
Vancouver,Park Board Commissioner,Jamie Han,COPE,Nate Stanley,183,,,,
Vancouver,Park Board Commissioner,John Irwin,OneCity,Natalie Cushing,183,,,,
Vancouver,Park Board Commissioner,Scott Jensen,Vancouver Liberals,Aleksandar Samardzija,183,,,,
Vancouver,Park Board Commissioner,Jon Girard,TEAM,Douglas Johnstone,183,,,,
Vancouver,Park Board Commissioner,Christian Kyle,ABC Vancouver,Gord Schoberg,183,,,,
Vancouver,Park Board Commissioner,Brynja Marshall,Vancouver Independent Parks Party,Brynja Marshall,183,,,,
Vancouver,Park Board Commissioner,Stephen Menon,Vote Vancouver,Tammy DeEllion,183,,,,
Vancouver,Park Board Commissioner,Stephen Molnar,ABC Vancouver,Gord Schoberg,183,,,,
Vancouver,Park Board Commissioner,Tyler Petersen,OneCity,Natalie Cushing,183,,,,
Vancouver,Park Board Commissioner,Chris Qiu,ABC Vancouver,Gord Schoberg,183,,,,
Vancouver,Park Board Commissioner,Marie Rogers,ABC Vancouver,Gord Schoberg,183,,,,
Vancouver,Park Board Commissioner,Cam Rothery,Vancouver Independent Parks Party,Cam Rothery,183,,,,
Vancouver,Park Board Commissioner,Breanne Smart,GREEN,Steve Kisby,184,,,,
Vancouver,Park Board Commissioner,Tamiko Suzuki,COPE,Nate Stanley,184,,,,
Vancouver,Park Board Commissioner,Alex Tkach,TEAM,Douglas Johnston,184,,,,
Vancouver,Park Board Commissioner,Spencer Van Vloten,GREEN,Steve Kisby,184,,,,
Vancouver,Park Board Commissioner,Leonard Vanderstar,Vancouver Independent Parks Party,Leonard Vanderstar,184,,,,
Vancouver,Park Board Commissioner,Jas Virdi,ABC Vancouver,Gord Schoberg,184,,,,
Vancouver,Park Board Commissioner,Summit Wannamaker,Vote Vancouver,Tammy DeEllion,184,,,,
Vancouver,Park Board Commissioner,T’uy’t’tanat Cease Wyss,COPE,Nate Stanley,184,,,,
Vancouver Island North School District,Board of Education Trustee,Jeff Field,,Jeff Field,184,,,,
Vancouver Island North School District,Board of Education Trustee,Lawrie Garrett,,Lawrie Garrett,184,,,,
Vancouver Island North School District,Board of Education Trustee,Roland Le Fort,,Roland Le Fort,184,,,,
Vancouver Island North School District,Board of Education Trustee,Kim Lefebvre,,Kim Lefebvre,184,,,,
Vancouver Island North School District,Board of Education Trustee,Carol Prescott,,Carol Prescott,184,,,,
Vancouver Island North School District,Board of Education Trustee,Fred Robertson,,Fred Robertson,184,,,,
Vancouver Island North School District,Board of Education Trustee,Christine Swain,,Christine Swain,184,,,,
Vancouver Island North School District,Board of Education Trustee,Kat Tjepkema,,Kat Tjepkema,184,,,,
Vancouver Island North School District,Board of Education Trustee,Leightan Wishart,,Leightan Wishart,184,,,,
Vancouver Island West School District,Board of Education Trustee,Robin D'Lugos,,Robin D'Lugos,185,,,,
Vancouver Island West School District,Board of Education Trustee,Arlene Fehr,,Arlene Fehr,185,,,,
Vancouver Island West School District,Board of Education Trustee,Devon Hansen,,Devon Hansen,185,,,,
Vancouver Island West School District,Board of Education Trustee,Kimi Henderson,,Kimi Henderson,185,,,,
Vancouver Island West School District,Board of Education Trustee,Terra Mather,,Terra Mather,185,,,,
Vancouver Island West School District,Board of Education Trustee,Linda Perchaluk,,Linda Perchaluk,185,,,,
Vancouver Island West School District,Board of Education Trustee,Allison Stiglitz,,Allison Stiglitz,185,,,,
Vancouver School District,Board of Education Trustee,Darren Boidman,Vancouver Liberals,Aleksandar Samardzija,185,,,,
Vancouver School District,Board of Education Trustee,Sherry Breshears,OneCity,Natalie Cushing,185,,,,
Vancouver School District,Board of Education Trustee,Rory Brown,OneCity,Natalie Cushing,185,,,,
Vancouver School District,Board of Education Trustee,Joshua Cameron,Vancouver Liberals,Aleksandar Samardzija,185,,,,
Vancouver School District,Board of Education Trustee,Steve Cardwell,OneCity,Natalie Cushing,185,,,,
Vancouver School District,Board of Education Trustee,Melanie Cheng,COPE,Nate Stanley,185,,,,
Vancouver School District,Board of Education Trustee,Alfred Chien,ABC Vancouver,Gord Schoberg,185,,,,
Vancouver School District,Board of Education Trustee,Naomi Chocyk,TrueBlue Vancouver,Frederick Thiele,185,,,,
Vancouver School District,Board of Education Trustee,Blair Coleman,TrueBlue Vancouver,Frederick Thiele,185,,,,
Vancouver School District,Board of Education Trustee,Ishi Dinim,Vancouver Liberals,Aleksandar Samardzija,185,,,,
Vancouver School District,Board of Education Trustee,Tasha Doucas,Vote Vancouver,Tammy DeEllion,186,,,,
Vancouver School District,Board of Education Trustee,Preeti Faridkot,ABC Vancouver,Gord Schoberg,186,,,,
Vancouver School District,Board of Education Trustee,Gwen Giesbrecht,COPE,Nate Stanley,186,,,,
Vancouver School District,Board of Education Trustee,Amarys Joseph,Vote Vancouver,Tammy DeEllion,186,,,,
Vancouver School District,Board of Education Trustee,Maria Kritikos,ABC Vancouver,Gord Schoberg,186,,,,
Vancouver School District,Board of Education Trustee,Matt Kroeker,ABC Vancouver,Gord Schoberg,186,,,,
Vancouver School District,Board of Education Trustee,Christopher Lee,OneCity,Natalie Cushing,186,,,,
Vancouver School District,Board of Education Trustee,Suzie Mah,COPE,Nate Stanley,186,,,,
Vancouver School District,Board of Education Trustee,Alisha Masongsong,GREEN,Steve Kisby,186,,,,
Vancouver School District,Board of Education Trustee,Noosha Mehdian,Vancouver Liberals,Aleksandar Samardzija,186,,,,
Vancouver School District,Board of Education Trustee,Rob Nijjar,ABC Vancouver,Gord Schoberg,186,,,,
Vancouver School District,Board of Education Trustee,Kathryn Nystedt,TEAM,Douglas Johnstone,186,,,,
Vancouver School District,Board of Education Trustee,Derrick O'Keefe,COPE,Nate Stanley,186,,,,
Vancouver School District,Board of Education Trustee,Isabel Ochoa Prieto,Vancouver Liberals,Aleksandar Samardzija,186,,,,
Vancouver School District,Board of Education Trustee,Mandy Potter,Vote Vancouver,Tammy DeEllion,186,,,,
Vancouver School District,Board of Education Trustee,Christopher JK Richardson,,Christopher JK Richardson,186,,,,
Vancouver School District,Board of Education Trustee,Krista Sigurdson,OneCity,Natalie Cushing,186,,,,
Vancouver School District,Board of Education Trustee,Shirley Sio,ABC Vancouver,Gord Schoberg,187,,,,
Vancouver School District,Board of Education Trustee,Julie Strilesky,GREEN,Steve Kisby,187,,,,
Vancouver School District,Board of Education Trustee,Fenton Travers,TrueBlue Vancouver,Frederick Thiele,187,,,,
Vancouver School District,Board of Education Trustee,Lina Vargas,ABC Vancouver,Gord Schoberg,187,,,,
Vancouver School District,Board of Education Trustee,Jason Xu,TrueBlue Vancouver,Frederick Thiele,187,,,,
Vanderhoof,Councillor,Tom Bulmer,,Tom Bulmer,187,,,,
Vanderhoof,Councillor,Ross Coubrough,,Ross Coubrough,187,,,,
Vanderhoof,Councillor,Justin Donkin,,Justin Donkin,187,,,,
Vanderhoof,Councillor,George Funk,,George Funk,187,,,,
Vanderhoof,Councillor,Janina Johnston,,Janina Johnston,187,,,,
Vanderhoof,Councillor,Cyndi Lauze,,Cyndi Lauze,187,,,,
Vanderhoof,Councillor,Carlina Lyons,,Carlina Lyons,187,,,,
Vanderhoof,Councillor,Eric Lytle,,Eric Lytle,187,,,,
Vanderhoof,Councillor,Ernest Martens,,Ernest Martens,187,,,,
Vanderhoof,Councillor,Elaine Penner,,Elaine Penner,187,,,,
Vanderhoof,Councillor,Spencer Siemens,,Spencer Siemens,187,,,,
Vanderhoof,Councillor,Bill Teichroeb,,Bill Teichroeb,187,,,,
Vanderhoof,Councillor,David Van Dolah,,David Van Dolah,187,,,,
Vanderhoof,Councillor,Ken Young,,Ken Young,188,,,,
Vanderhoof,Mayor,Kevin Moutray,,Kevin Moutray,188,,,,
Vernon,Councillor,Wayne Carson,,John Truscott,188,,,,
Vernon,Councillor,Robert Cook,,Robert Cook,188,,,,
Vernon,Councillor,Barry Dorval,,Bruce Cummings,188,,,,
Vernon,Councillor,Teresa Durning,,Sattu Mahapatra,188,,,,
Vernon,Councillor,Kelly Fehr,,Kelly Fehr,188,,,,
Vernon,Councillor,Dustin Griffin,,Michael Isobe,188,,,,
Vernon,Councillor,Dauna Kennedy,,Kyle Britton,188,,,,
Vernon,Councillor,Amy Klassen,,Amy Klassen,188,,,,
Vernon,Councillor,Sarah Moorhouse,,Sarah Moorhouse,188,,,,
Vernon,Councillor,Akbal Mund,,Akbal Mund,188,,,,
Vernon,Councillor,Rob Sawatzky,,Rob Sawatzky,188,,,,
Vernon,Councillor,David Scarlatescu,,Paul Philps,188,,,,
Vernon,Councillor,Kari Statham,,Kari Statham,188,,,,
Vernon,Councillor,Dawn Tucker,,Dawn Tucker,188,,,,
Vernon,Councillor,Diana Wilson,,Sandra Callender,188,,,,
Vernon,Mayor,Victor Cumming,,Dave Smith,188,,,,
Vernon,Mayor,Kari Gares,,Jaydon Agar,189,,,,
Vernon,Mayor,Wayne Lippert,,Lydia Russ,189,,,,
Vernon,Mayor,Jerrod Stephenson (Withdrawn),,Jerrod Stephenson,189,,,,
Vernon School District,Board of Education Trustee,Geoff Bradley,,Geoff Bradley,189,,,,
Vernon School District,Board of Education Trustee,Jenn Comazzetto,,Jenn Comazzetto,189,,,,
Vernon School District,Board of Education Trustee,Lee Elliott,,Lee Elliott,189,,,,
Vernon School District,Board of Education Trustee,Stephanie Hoffman,,Stephanie Hoffman,189,,,,
Vernon School District,Board of Education Trustee,Robert Lee,,Robert Lee,189,,,,
Vernon School District,Board of Education Trustee,LorI Mindnich,,LorI Mindnich,189,,,,
Vernon School District,Board of Education Trustee,Vanessa Mitchell,,Robin Bristow,189,,,,
Vernon School District,Board of Education Trustee,Mark Olsen,,Mark Olsen,189,,,,
Vernon School District,Board of Education Trustee,Kelli Sullivan,,Todd Strilchuk,189,,,,
Vernon School District,Board of Education Trustee,Tom Williamson,,Tom Williamson,189,,,,
Victoria,Councillor,Wendy Bowkett,,Damon Pallan,189,,,,
Victoria,Councillor,Jeremy Caradonna,,Todd Lyons,189,,,,
Victoria,Councillor,Herb Collins,,Herb Collins,189,,,,
Victoria,Councillor,Melissa Cseszko,,Julian Cseszko,189,,,,
Victoria,Councillor,Matt Dell,,Ashley Ceraldi,189,,,,
Victoria,Councillor,Shona Dion,,Barbra Riggs,190,,,,
Victoria,Councillor,Steve Filipovic,,Steve Filipovic,190,,,,
Victoria,Councillor,Jerry Garcia,,Derrold Norgaard,190,,,,
Victoria,Councillor,Marg Gardiner,,Sandra Menzies,190,,,,
Victoria,Councillor,Peter Rose Gibbs,Victoria For All,Amelia Viaud,190,,,,
Victoria,Councillor,Martin Girard,,Martin Girard,190,,,,
Victoria,Councillor,Stephen Hammond,,Jane Burns,190,,,,
Victoria,Councillor,James Harasymow,,James Harasymow,190,,,,
Victoria,Councillor,Jason Heit,,Jason Heit,190,,,,
Victoria,Councillor,Susan Kim,Victoria For All,Amelia Viaud,190,,,,
Victoria,Councillor,Bella Lee,,Pierre-Paul Angelblazer,190,,,,
Victoria,Councillor,Krista Loughton,,Charlene Bart,190,,,,
Victoria,Councillor,Arthur McInnis,,Arthur McInnis,190,,,,
Victoria,Councillor,Karen Rothe,,Karen Rothe,190,,,,
Victoria,Councillor,Jack Sandor,,Adam Lee,190,,,,
Victoria,Councillor,Dave Thompson,,Galen Wilson,190,,,,
